identifiant,commemore,adresse_complete,precision_adresse,empty,xy.lon,xy.lat
697.0,Eleves de ces ecoles morts en déportation parce que nés juifs,30 place Jeanne d'Arc 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.368737,48.830193
631.0,Roger BAILET,"162, avenue d'Italie 75013 Paris",,75013.0,2.358632,48.821646
1029.0,Maurice DECK,Square du Laonnais 75019 Paris,,75019.0,2.398305,48.880708
731.0,Remy DUMONCEL,"17, rue Remy Dumoncel 75014 Paris",,75014.0,2.331967,48.829684
363.0,Professeurs résistants et élèves juives du,Lycée Jules ferry 75009 Paris,,75009.0,2.327845,48.880443
385.0,Jean; Chatenet CAZARD,"72, rue du faubourg Saint-Martin mairie du Xeme arrondissement 75010 Paris",(CROIX-ROUGE FRANCAISE),75010.0,2.357378,48.871777
1149.0,Etienne PORCHER,"3, rue Victor Dejeante 75020 Paris",,75020.0,2.409467,48.867191
452.0,Lieutenant-colonel Jean VERINES,Place de la République 75010 Paris,Caserne (entree),75010.0,2.362972,48.868185
511.0,Adrien ORSAL,"119, rue Saint-Maur 75011 Paris",,75011.0,2.376467,48.866569
598.0,Commissaire SILVESTRI,"4, rue de Lyon 75012 Paris",,75012.0,2.372373,48.846337
850.0,Maréchal JUIN,Pont du Garigliano 75016 Paris,,75016.0,2.260279,48.840215
602.0,Barthélémy TORRESI,"39, avenue du Général Michel Bizot 75012 Paris",,75012.0,2.400052,48.834239
422.0,Roger LEMAIRE,,,75010.0,2.355582,48.851745
387.0,André CHENNEVIERE,"156, rue du Faubourg Saint- Martin 75010 Paris",,75010.0,2.360673,48.876172
237.0,MONTVALLIER Jean Boulogne,"60-62, boulevard Saint-Michel 75006 Paris",(Ecole des Mines),75006.0,2.33946,48.844933
301.0,Edmond MICHELET,"11, rue Saint-Dominique 75007 Paris",,75007.0,2.322401,48.858253
590.0,MEMORIAL DU 182ème R.A.L.T.,Fort de Vincennes 75012 Paris,,75012.0,2.442207,48.842349
686.0,Henri PERIER,"182, rue Nationale 75013 Paris",,75013.0,2.362867,48.832345
85.0,Eleves de ces ecoles morts en déportation parce que nés juifs,10bis rue des Quatre-Fils 75003 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.360173,48.860401
95.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Stèle square du temple 75003 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.360685,48.864589
826.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Collège georges Duhamel 13 rue des Volontaires 75015 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75015.0,2.307228,48.842654
846.0,Paul GUERRE,"49, avenue d'Iéna 75016 Paris",,75016.0,2.295429,48.869832
179.0,Eleves de ces ecoles morts en déportation parce que nés juifs,41 rue de l'Arbalete 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.346474,48.839397
117.0,Marcel FAUCHER,Rue de Rivoli 75004 Paris,(Tour Saint- Jacques),75004.0,2.355166,48.856689
834.0,Pierre BROSSOLETTE,Lycée Janson de Sailly 75016 Paris,,75016.0,2.260279,48.840215
1078.0,Eleves de ces ecoles morts en déportation parce que nés juifs,40 rue Manin 75019 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75019.0,2.390199,48.883806
327.0,ETUDIANTS DE FRANCE,"156, avenue des Champs-Elysées 75008 Paris",,75008.0,2.296811,48.873257
664.0,"Victor, Marouque HERVO","74, avenue d'Italie 75013 Paris",,75013.0,2.356863,48.826533
165.0,"Edmond, Bonnet GRASSET","9, rue Thénard 75005 Paris",,75005.0,2.345985,48.849654
911.0,Eleves de ces ecoles morts en déportation parce que nés juifs,105 rue Lemercier 75017 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75017.0,2.318068,48.889711
50.0,AFFICHE ROUGE,"19, rue AU MAIRE 75003 Paris",(Manouchian),75003.0,2.356431,48.864581
576.0,LIBERATION,"63, rue de Charenton 75012 Paris",,75012.0,2.373448,48.850445
760.0,Jean TEXCIER,"4, rue Leneuveux 75014 Paris",,75014.0,2.328035,48.826907
821.0,Eleves de ces ecoles morts en déportation parce que nés juifs,12 rue Fondary 75015 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75015.0,2.292237,48.848409
1053.0,Fernand MAZOYER,Porte de la Villette 75019 Paris,2ème pont côté gauche (en sortie),75019.0,2.386926,48.898854
357.0,Fernand GUILBERT,"27, rue Drouot 75009 Paris",,75009.0,2.340772,48.87476
494.0,Léon FROT,"53-55, rue Léon Frot 75011 Paris",,75011.0,2.385786,48.856281
872.0,BATAILLON STEFANIK,Place du général Stéfanik 75016 Paris,,75016.0,2.255549,48.839684
201.0,CITOYENS DU VIème arrondissement,Rue Bonaparte Mur de l'Hôtel des finances 75006 Paris,,75006.0,2.333632,48.853648
572.0,Jean JEMINI,"2 bis, rue de Lyon 75012 Paris",,75012.0,2.372439,48.846189
641.0,DEPORTES DU 13ème,68bis avenue des Gobelins 75013 Paris,,75013.0,2.354387,48.832669
851.0,François De LA BOUCHERE,"8, rue Guy de Maupassant 75016 Paris",,75016.0,2.272939,48.862993
398.0,Charles DUPAS,"161, quai de Valmy 75010 Paris",,75010.0,2.366048,48.878584
233.0,Dominique MANZINO,"19, rue Séguier 75006 Paris",,75006.0,2.342003,48.854004
68.0,Renée LEVY,"6, rue de Normandie 75003 Paris",,75003.0,2.364192,48.863453
921.0,André BARRAUD,"36 bis, rue de la Chapelle 75018 Paris",,75018.0,2.359478,48.894254
193.0,Eleves de ces ecoles morts en déportation parce que nés juifs,"Lycée henri IV, 23 rue Clovis 75005 Paris",(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.347383,48.846358
594.0,72ème Et 73ème R.A.D.C.,Fort de Vincennes 75012 Paris,,75012.0,2.442207,48.842349
733.0,GARDIENS DE LA PAIX,"112-116, Avenue du Maine Commissariat de police 75014 Paris",hall d'entree sur la droite,75014.0,2.323428,48.836132
361.0,MEMORIAL DEPORTES JUIF,"44, rue de la Victoire 75009 Paris",,75009.0,2.336378,48.875243
359.0,MEMORIAL,"6, rue Drouot Mairie du IXème arrondissement 75009 Paris",,75009.0,2.34044,48.872594
152.0,Pierre ALVISET,"88,rue Monge 75005 Paris",,75005.0,2.351782,48.841295
816.0,Pierre ROSSARI,Boulevard Pasteur Station Sèvres-Lecourbe 75015 Paris,,75015.0,2.313738,48.841796
719.0,Eleves de ces ecoles morts en déportation parce que nés juifs,7 rue Providence 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.348466,48.825586
337.0,MAURY,"52, rue d'Anjou 75008 Paris",,75008.0,2.322365,48.873022
215.0,Georges FULLY,"25, quai des Grands Augustins 75006 Paris",,75006.0,2.342896,48.85426
844.0,Emile FRUCHARD,"14, rue Leroux 75016 Paris",,75016.0,2.286954,48.871344
954.0,Maurice MAERTENS,"1, rue des Gardes 75018 Paris",,75018.0,2.352513,48.885124
1197.0,Eleves de ces ecoles morts en déportation parce que nés juifs,9 rue des panoyaux Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.384761,48.866365
1172.0,Eleves de ces ecoles morts en déportation parce que nés juifs,1 rue Levert 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.38963,48.873069
1102.0,René BILLOT,"92, rue Pelleport 75020 Paris",,75020.0,2.40167,48.868204
371.0,Eleves de ces ecoles morts en déportation parce que nés juifs,15 rue Turgot 75009 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75009.0,2.345143,48.880515
47.0,Eleves de ces ecoles morts en déportation parce que nés juifs,11 rue Vivienne 75002 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75002.0,2.339496,48.868003
995.0,Eleves de ces ecoles morts en déportation parce que nés juifs,53bis rue Max Dormoy 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.359837,48.888818
63.0,Maurice LAMY,"29, boulevard Saint-Martin 75003 Paris",,75003.0,2.358786,48.868323
318.0,Patrice De BELLAIGUE,"13-15, rue Lamennais 75008 Paris",,75008.0,2.302483,48.874165
419.0,Etienne LALIS,"41, rue des Vinaigriers 75010 Paris",,75010.0,2.361198,48.873116
218.0,Charles De GAULLE,"110, boulevard Raspail 75006 Paris",,75006.0,2.328453,48.844999
353.0,Pierre CUVILLIER,"53, rue de la Bruyère 75009 Paris",,75009.0,2.331814,48.879896
52.0,Marcel BISIAUX,"168, rue du Temple 75003 Paris",,75003.0,2.361612,48.86637
865.0,Albert OUZOULIAS,9 rue du général Niox 75016 Paris,,75016.0,2.261704,48.83684
658.0,6 FRANCAIS,"54, avenue des Gobelins 75013 Paris",,75013.0,2.353615,48.833804
74.0,QUARTIER Général des résistants parisiens conduits par,48 rue Chapon le Colonel Rol Tanguy 75003 Paris,,75003.0,2.354181,48.863994
93.0,Eleves de ces ecoles morts en déportation parce que nés juifs,48 rue de Sévigne 75003 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.363536,48.857784
751.0,"Jean, Legros MOULIN","26, rue des Plantes 75014 Paris",,75014.0,2.323684,48.830712
711.0,Eleves de ces ecoles morts en déportation parce que nés juifs,40 rue Corvisart 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.347511,48.831671
1067.0,Georges POILVERT,en depot a la Mairie du 19ème arrondissement 75019 Paris,,75019.0,2.396241,48.886249
778.0,René BERTEL,"13, rue de Presles 75015 Paris",,75015.0,2.296601,48.852226
444.0,SAUBER,"83, rue du Faubourg Saint- Denis 75010 Paris",,75010.0,2.354737,48.873496
673.0,Mme MAURIN,"4-6, rue du Moulinet 75013 Paris",,75013.0,2.356246,48.827347
1154.0,Jean-jacques ROTSTEIN,"46, rue Pixerécourt 75020 Paris",,75020.0,2.395732,48.872558
985.0,Eleves de ces ecoles morts en déportation parce que nés juifs,11 rue Cavé 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.355218,48.886718
386.0,Pierre CHANLAINE,"64, boulevard Magenta 75010 Paris",,75010.0,2.358219,48.87416
949.0,Madame Simone JAFFRAY,"10, rue Lamarck 75018 Paris",,75018.0,2.344534,48.886879
1199.0,Eleves de ces ecoles morts en déportation parce que nés juifs,,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.355582,48.851745
813.0,Emile PLAISANT,"4obis, rue des Morillons Square Georges Brassens 75015 Paris",,75015.0,2.301197,48.832802
54.0,Paulette BUCHMAN,"39, rue Chapon 75003 Paris",,75003.0,2.353743,48.864036
994.0,Eleves de ces ecoles morts en déportation parce que nés juifs,6 rue Jean François Lépine 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.358717,48.886181
71.0,MONUMENTS AUX MORTS,Poste de police du 3ème arrondissement 75003 Paris,Rue Perrée (face au Carreau du Temple),75003.0,2.362681,48.863725
381.0,Roger AIZENMAN,"33, rue du Faubourg Saint- Martin 75010 Paris",,75010.0,2.356196,48.870359
197.0,Raymond BOISSON,"13, place Saint-Michel 75006 Paris",,75006.0,2.343367,48.853212
241.0,Georges PITARD,"18, rue Séguier 75006 Paris",,75006.0,2.34157,48.853572
133.0,Hippolyte PERRAU,"18, rue du Temple 75004 Paris",,75004.0,2.353491,48.858535
1077.0,Eleves de ces ecoles morts en déportation parce que nés juifs,30 rue Manin 75019 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75019.0,2.389041,48.883349
92.0,Eleves de ces ecoles morts en déportation parce que nés juifs,"Lycée François truffaut, 28 rue Debelleyme 75003 Paris",(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.36353,48.861945
330.0,"Maurice, Bacouer GUINOISAUX",Petit Palais côté cour la reine 75008 Paris,"statue du roi des belges, Albert 1er en bordure de Seine",75008.0,2.314116,48.8649
587.0,MEMORIAL 1939-1945,Fort de Vincennes 75012 Paris,,75012.0,2.442207,48.842349
466.0,Eleves de ces ecoles morts en déportation parce que nés juifs,250 rue Saint-Maur 75010 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75010.0,2.371657,48.872108
633.0,Gabriel BIGOT,"8, rue de Reims 75013 Paris",,75013.0,2.371755,48.828656
998.0,Eleves de ces ecoles morts en déportation parce que nés juifs,72 rue Championnet 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.344868,48.89589
554.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Lycée Voltaire 101 avenue de la République 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.384508,48.863529
451.0,René TRAVAILLAND,"138, rue La Fayette 75010 Paris",,75010.0,2.354509,48.878544
503.0,ISRAELITES ORIENTAUX,"68, rue de la Roquette 75011 Paris",,75011.0,2.374715,48.85558
622.0,Eleves de ces ecoles morts en déportation parce que nés juifs,49 rue de Charenton 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.372539,48.851227
891.0,Simone JAFFRAY,"18, rue Jacquemont 75017 Paris",,75017.0,2.322259,48.8877
520.0,Charles WOLMARK,"96, rue de la Folie Méricourt 75011 Paris",,75011.0,2.369252,48.867277
1205.0,Eleves de ces ecoles morts en déportation parce que nés juifs,12 rue des grands champs 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.399748,48.850455
761.0,Eleves de ces ecoles morts en déportation parce que nés juifs,14 rue d'Alésia 75014 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75014.0,2.332862,48.827862
564.0,"Louis, Gustave, Eugène BOVERIE",Rue Descos Mairie du XIIème arrondissement 75012 Paris,Hall d'honneur de la mairie,75012.0,2.388025,48.841297
878.0,Eleves de ces ecoles morts en déportation parce que nés juifs,23 avenue du parc des princes 75016 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75016.0,2.254648,48.840918
533.0,Eleves de ces ecoles morts en déportation parce que nés juifs,13 rue Froment,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.372505,48.857112
537.0,Eleves de ces ecoles morts en déportation parce que nés juifs,rue des Trois Bornes 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.37365,48.866995
1064.0,PATRIOTES FUSILLES,avenue Corentin Cariou 75019 Paris,,75019.0,2.383856,48.896116
522.0,Eleves de ces ecoles morts en déportation parce que nés juifs,144 rue de la roquette 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.382285,48.858068
692.0,Eleves de ces ecoles morts en déportation parce que nés juifs,rue Baudricourt 75013 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75013.0,2.363174,48.825792
397.0,André DUBOIS,"18, rue de Dunkerque Gare du Nord 75010 Paris",Cour des départs,75010.0,2.35354,48.880374
943.0,John GAY,"6, rue Gaston Couté 75018 Paris",,75018.0,2.340827,48.889203
335.0,LIBERATION DE PARIS,"56, boulevard Malesherbes 75008 Paris",,75008.0,2.31731,48.877208
961.0,Claude RIBOSKI,"62, rue Letort 75018 Paris",,75018.0,2.343458,48.895517
1180.0,Eleves de ces ecoles morts en déportation parce que nés juifs,40 rue des pyrénées 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.406499,48.850917
48.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Stèle square Louvois 75002 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75002.0,2.337203,48.868291
196.0,Albert BAYET,"2, rue Monsieur le Prince 75006 Paris",,75006.0,2.338911,48.851654
289.0,Jean-pierre LEVY,9 rue Albert de Lapparent 75007 Paris,,75007.0,2.30785,48.847996
923.0,Raymond BORME,"14-16, rue Georgette Agutte 75018 Paris",,75018.0,2.33294,48.895551
317.0,Jean ZAY,46 rue de verneuil 75007 Paris,,75007.0,2.327873,48.858411
1052.0,Suzanne MASSON,"95, boulevard Macdonald 75019 Paris",,75019.0,2.385249,48.898327
777.0,"Roger, Belin BEHAGUE","39 bis, rue de Dantzig [f.f.i. de Vaugirard] 75015 Paris",,75015.0,2.298028,48.832771
230.0,Jacques LECOMPTE-BOINET,Place de l'Institut Passerelle des Arts 75006 Paris,,75006.0,2.342944,48.85309
278.0,Marie GARDES,"30, rue du Bac 75007 Paris",,75007.0,2.327692,48.857472
876.0,Eleves de ces ecoles morts en déportation parce que nés juifs,17 rue boileau 75016 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75016.0,2.26528,48.846355
644.0,Jardin Du Moulin De La Pointe 162-164 AVENUE D'ITALIE,75013 Paris,,75013.0,2.368694,48.831473
164.0,Andrée GOUBILLON,8 rue Tournefort 75005 Paris,,75005.0,2.348035,48.844001
772.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Lycée Paul Bert 7 rue Huyghens 75014 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75014.0,2.328817,48.840841
102.0,Roland CHAPELLE,Rue de l'Hôtel de Ville 75004 Paris,Angle de la rue des Nonnains d'Hyères,75004.0,2.354943,48.854727
259.0,René ALAZARD,"Face au 75, quai d'Orsay 75007 Paris",,75007.0,2.304699,48.862217
1050.0,Jean-gabriel LAUMAIN,"5, rue Burnouf 75019 Paris",,75019.0,2.373861,48.875624
98.0,A LA MEMOIRE DES 112 HABITANTS,"10-12, rue des Deux Ponts 75004 Paris",,75004.0,2.356535,48.85175
788.0,Roger COROUGE,"39 bis, rue Dantzig 75015 Paris",,75015.0,2.298028,48.832771
1028.0,Abert DEBUT,"32, rue des Chaufourniers 75019 Paris",,75019.0,2.373846,48.877869
375.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Lycée jules Ferry77 bld de Clichy 75009 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75009.0,,
926.0,Suzanne BUISSON,Square Suzanne Buisson 75018 Paris,,75018.0,2.349545,48.892542
142.0,Eleves de ces ecoles morts en déportation parce que nés juifs,22 rue de l'Avé Maria 75004 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75004.0,2.359778,48.853231
9.0,C. DELOGE,"20, quai de la Mégisserie 75001 Paris",,75001.0,2.343644,48.858296
488.0,2 Plaques,75011 Paris,"1, rue Japy (Gymnase) (2 plaques)",75011.0,2.382438,48.858766
857.0,Fernand MELIN,"2, rue du capitaine Olchanski 75016 Paris",,75016.0,2.266104,48.849631
148.0,Eleves de ces ecoles morts en déportation parce que nés juifs,18 rue Poulletier 75004 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75004.0,2.358214,48.851333
35.0,Michel GUILLOIS,"38, avenue de l'Opéra 75002 Paris",,75002.0,2.332937,48.869696
1096.0,Plaque extérieure etat DEVE du 24/11/2011,9/11 rue Tandou 75019 Paris,,75019.0,2.379467,48.8861
477.0,H. BELVEZET,place Leon Blum Mairie du XIème arrondissement 75011 Paris,Monumentaux morts,75011.0,2.379865,48.85813
43.0,Eleves de ces ecoles morts en déportation parce que nés juifs,5 rue de la Jussienne 75002 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75002.0,2.3442,48.865347
182.0,Eleves de ces ecoles morts en déportation parce que nés juifs,27 rue de Poissy 75005 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75005.0,2.352272,48.848586
1107.0,Jean BOURRAT,"29, rue Belgrand 75020 Paris",(plaque déposée),75020.0,2.406344,48.864694
798.0,Albert HERVE,"184, rue de la Croix-Nivert 75015 Paris",,75015.0,2.289856,48.839518
170.0,PERRONY,Place Valhubert 75005 Paris,"(sur la grille du Jardin des Plantes,entrée à  gauche)",75005.0,2.364507,48.844417
608.0,Eleves de ces ecoles morts en déportation parce que nés juifs,40 rue des meuniers 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.396294,48.834878
311.0,Simon ROCH,"2, rue Saint-Dominique 75007 Paris",,75007.0,2.309565,48.859227
656.0,Etat-major Des F.T.P.F. FABIEN,"116, avenue d'Italie 75013 Paris",,75013.0,2.357615,48.824069
609.0,Eleves de ces ecoles morts en déportation parce que nés juifs,52 rue de wattignies 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.39712,48.835522
1116.0,Jacques DUCLOS,"88, boulevard Mortier 75020 Paris",,75020.0,2.409014,48.870028
808.0,MONUMENT AUX MORTS,"31, rue Peclet Mairie du Xveme 75015 Paris",,75015.0,2.299879,48.841523
509.0,Jacques MOZZIGLOD,"108, rue Oberkampf 75011 Paris",,75011.0,2.378837,48.865926
818.0,Georges WALKER,"397 bis, rue de Vaugirard 75015 Paris",,75015.0,2.29027,48.83371
1217.0,Eleves de ces ecoles morts en déportation parce que nés juifs,9 rue de la Plaine 75020 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.399908,48.849963
547.0,Eleves de ces ecoles morts en déportation parce que nés juifs,75/77 bld de belleville 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.38001,48.869214
917.0,Eleves de ces ecoles morts en déportation parce que nés juifs,stèle square Martin Luther King 75017 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75017.0,2.296688,48.887473
392.0,Michel DECHOT,"2ème étage, Esc. B mairie du Xeme arrondissement 75010 Paris",,75010.0,2.366747,48.871901
61.0,Emile JEANNE,Place de la République 75003 Paris,(terre-plein central),75003.0,2.363288,48.867092
486.0,CROIX ROUGE,"1 bis, rue de la Pierre Levée 75011 Paris",,75011.0,2.370903,48.866534
118.0,"FEMMES COMPAGNON DE LA LIBERATION Simone Michel-Levy, Emilienne Moreau-Evrard)",Esplanade des villes compagnon de la Libération 75004 Paris,"(Berty Albrecht, Laure Diebold, Marie Hackin, Marcelle Henry,",75004.0,2.362732,48.848627
146.0,Eleves de ces ecoles morts en déportation parce que nés juifs,9 rue moussy 75004 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75004.0,2.355611,48.857735
405.0,Georges FELDMANN,"40, rue Albert Thomas 75010 Paris",,75010.0,2.362477,48.870101
779.0,Rose BLANC,"18, rue Auguste-Chabrières 75015 Paris",,75015.0,2.289079,48.834974
12.0,Ludovic JACQUINOT,"2, rue des Pyramides 75001 Paris",,75001.0,2.332426,48.864046
505.0,Guy LOURY,"13, avenue de la République 75011 Paris",,75011.0,2.368333,48.866594
527.0,Eleves de ces ecoles morts en déportation parce que nés juifs,maternelle 6 Cité Voltaire 75011 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.390012,48.852567
1184.0,Eleves de ces ecoles morts en déportation parce que nés juifs,11 et 13 rue Rampal,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75020.0,2.399523,48.862029
951.0,Marius LEFEBVRE,"58, rue Championnet 75018 Paris",,75018.0,2.347255,48.895792
94.0,Eleves de ces ecoles morts en déportation parce que nés juifs,52 rue de Turenne 75003 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.364613,48.858413
726.0,Edouard CHENNEVIERE,"115, blvd Brune 75014 Paris",,75014.0,2.316206,48.825407
860.0,MONUMENT AUX MORTS,"106,rue de la Pompe Lycée Janson de Sailly 75016 Paris",,75016.0,2.279442,48.86555
908.0,Eleves de ces ecoles morts en déportation parce que nés juifs,31 rue des renaudes 75017 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75017.0,2.297712,48.880704
825.0,Eleves de ces ecoles morts en déportation parce que nés juifs,19 rue Blomet 75015 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75015.0,2.307197,48.843156
725.0,Jean CAVAILLES,"34, blvd de l'Observatoire 75014 Paris",,75014.0,2.336319,48.837897
125.0,Francis MAURIZOT,"7, boulevard du Palais 75004 Paris",(entrée cabinet préfectoral),75004.0,2.345722,48.854852
89.0,Eleves de ces ecoles morts en déportation parce que nés juifs,211 rue saint-martin 75003 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.352806,48.86406
1120.0,"Maurice, Baldachino DUPUIS","36, boulevard de Charonne 75020 Paris",,75020.0,2.398962,48.850653
90.0,Eleves de ces ecoles morts en déportation parce que nés juifs,rue Meslay 75003 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75003.0,2.359041,48.867921
431.0,MEMORIAL,"72, rue du faubourg Saint-Martin mairie du Xeme arrondissement 75010 Paris",,75010.0,2.357378,48.871777
20.0,MEMORIAL,"19, rue des Capucines Crédit Foncier de France 75001 Paris",,75001.0,2.328673,48.869341
389.0,COUR MARSSIN,rue du faubourg Poissonniere Caserne nouvelle france garde republicaine; cour Marssin 75010 Paris,,75010.0,2.348882,48.877386
1146.0,André PERRIN,"46, rue Ramponneau Commissariat de police 75020 Paris",,75020.0,2.381772,48.871671
618.0,Eleves de ces ecoles morts en déportation parce que nés juifs,16 rue Charles Baudelaire 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.37692,48.849491
621.0,Eleves de ces ecoles morts en déportation parce que nés juifs,83 avenue Michel Bizot 75012 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75012.0,2.403541,48.837242
739.0,Lt E. LAURENT,"8, rue Georges de Porto-Riche 75014 Paris",,75014.0,2.327572,48.822274
915.0,Eleves de ces ecoles morts en déportation parce que nés juifs,Lycée Carnot 145 boulevard Malesherbes 75017 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75017.0,2.307832,48.884486
1106.0,Marcel BORIE,"1, rue Mouraud 75020 Paris",,75020.0,2.408001,48.854557
674.0,MEMORIAL,"18, avenue d'Ivry 75013 Paris",,75013.0,2.367761,48.82242
999.0,Eleves de ces ecoles morts en déportation parce que nés juifs,1 place Constantin Pecqueur 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.3379,48.888976
870.0,"Luis, Dobles SEGREDA","12, square Henry Paté 75016 Paris",,75016.0,2.271462,48.848895
983.0,Eleves de ces ecoles morts en déportation parce que nés juifs,3 rue Saint Luc 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.354175,48.885632
973.0,Eleves de ces ecoles morts en déportation parce que nés juifs,3 rue ferdinand flocon 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.345646,48.891258
996.0,Eleves de ces ecoles morts en déportation parce que nés juifs,7 rue Doudeauville 75018 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75018.0,2.358736,48.888871
736.0,"Henri,joseph GUYOT","122, rue d'Alesia 75014 Paris",,75014.0,2.321055,48.829986
794.0,Paul EVEZARD,"112, rue Castagnary 75015 Paris",,75015.0,2.30546,48.830131
58.0,Georges DUDACH,"10, rue Sainte- Anastase 75003 Paris",,75003.0,2.363687,48.859722
462.0,Eleves de ces ecoles morts en déportation parce que nés juifs,maternelle 2 rue Pierre Bullet 75010 Paris,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75010.0,2.358088,48.871624
776.0,Germain BEDEAU,"9, rue des Morillons 75015 Paris",,75015.0,2.296624,48.834243
1157.0,Cadix SOSNOWSKI,"13, rue Saint-Blaise 75020 Paris",,75020.0,2.404825,48.859812
523.0,Eleves de ces ecoles morts en déportation parce que nés juifs,35 rue Godegroy Cavaignac,(plaques en plexiglass a l'extérieur et a l'interieur des ecoles),75011.0,2.380527,48.856016
1020.0,ARBRE DE LA LIBERTE,Place de Stalingrad 75019 Paris,,75019.0,2.369862,48.883602
