903,identifiant,lien_permament_portail,isbn,ean,langue_du_document,langue_du_texte_intermediaire,langue_de_l_oeuvre_originale,date_de_publication,langue_des_sous_titres,titre,type_de_document,titre_d_un_auteur_different,titre_parallele,complement_du_titre,premiere_mention_de_responsabilite,mention_de_responsabilite_suivante,numero_de_partie,titre_de_partie,lieu_de_publication,nom_de_l_editeur,indication_specifique_du_type_de_document,autres_caracteristiques_materielles,format,materiel_d_accompagnement,collection,est_publie_avec,est_une_traduction_de,niveau_de_l_ensemble,unite_materielle,partie_composante,dates_auteur,dates_co_auteur,dates_auteur_secondaire,auteur_collectivite_element_d_entree,auteur_collectivite_subdivision,auteur_collectivite_date,co_auteur_collectivite_element_d_entree,co_auteur_collectivite_subdivision,co_auteur_collectivite_date,auteur_secondaire_collectivite_element_d_entree,auteur_secondaire_collectivite_subdivision,auteur_secondaire_collectivite_date,localisation,sous_localisation,nombre_d_objets,code_barre,cote,tomaison,categorie_documentaire,collection0,fonds,note,conservation,etat_physique,etat_de_collection,auteur_complet,co_auteur,auteur_secondaire
2072716,RBSVDP0002072716,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002072716,,,['fre'],,,1690 [sic pour 1691],,"Edit du Roy [de mars 1691], portant création d'officiers en la Cour des Aydes de Paris. Vérifié en Parlement le 14 mars 1691",,,,,,,,,Paris,['impr. de G. Desprez'],7 p.,,in-8,,,,,,,,1638-1715,,1675-1740,,,,,,,,,,BHVP,MAB2,1.0,,"35380, vol.028 -(12)",-(12),LI,,,"Fait partie d'un recueil factice d'actes de la même année comportant en tête une table manuscrite. Pièce n?12 ; Au contreplat supérieur, ex-libris gravé de Charles Ycart (1675-1740), secrétaire du Roi, avocat en Parlement et aux Conseils (Chr. Favre-Leje",,,,['Louis'],,"['Ycart, Charles']"
2071371,RBSVDP0002071371,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002071371,,,['fre'],,,[date de publication inconnue],,"Edit du Roy, du mois de décembre 1663, portant suppression des commissaires des tailles ; des rentes constituées depuis l'année 1656, et réünion de plusieurs gages et droits aux fermes des Aydes et gabelles. Vérifié en la Chambre des Comptes et Cour des A",,,,,,,,,Paris,['T. Charpentier'],4 p.,,in-8,,,,,,,,1638-1715,,1675-1740,,,,,,,,,,BHVP,MAB2,1.0,,"35380, vol.019 -(54)",-(54),LI,,,"Fait partie d'un recueil factice d'actes de la même année comportant en tête une table manuscrite. Pièce n?54 ; Au contreplat supérieur, ex-libris gravé de Charles Ycart (1675-1740), secrétaire du Roi, avocat en Parlement et aux Conseils (Chr. Favre-Leje",,,,['Louis'],,"['Ycart, Charles']"
2072710,RBSVDP0002072710,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002072710,,,['fre'],,,1691,,"Edit du Roy, (de février 1691) pour la création des commis écrivains à la peau, et des commis pour dresser les minutes",,,,,,,,,Paris,['impr. de F. Muguet'],4 p.,,in-8,,,,,,,,1638-1715,,1675-1740,,,,,,,,,,BHVP,MAB2,1.0,,"35380, vol.028 -(6)",-(6),LI,,,"Fait partie d'un recueil factice d'actes de la même année comportant en tête une table manuscrite. Pièce n?6 ; Au contreplat supérieur, ex-libris gravé de Charles Ycart (1675-1740), secrétaire du Roi, avocat en Parlement et aux Conseils (Chr. Favre-Lejeu",,,,['Louis'],,"['Ycart, Charles']"
2090296,RBSVDP0002090296,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002090296,,,['fre'],,,1776,,Edit du Roi portant suppression et réunion de châtellenies. Donné à Versailles au mois de mai 1771. Registré en Parlement le 13 juillet 1771,,,,,,,,,Paris,['impr. de P.-G. Simon'],4 p.,,in-8,,,,,,,,1710-1774,,,,,,,,,,,,BHVP ; BHVP,MAB2 ; MAB2,,,"35380, vol.180 -(97) ; 35380, vol.180 -(128)",-(97) ; -(128),LI ; LI,,,"Fait partie d'un recueil factice d'actes de la même année. Pièce n?97 ; Fait partie d'un recueil factice d'actes de la même année. Pièce n?128 ; Reliure de veau raciné du 18e s, tranches rouges, papier de garde au tourniquet, 25,5 x 20 cm",,,,['Louis'],,
1762613,RBSVDP0001762613,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001762613,,,['fre'],,,,,"Edict et Declaration faicte par le roy Charles IX. de ce nom sur la pacification des troubles de ce Royaume: le XIX jour de Mars, mil cinq cens soixante deux. Publié en la Cour de Parlement à Paris, le vingtseptieme jour dudict mois",,,,,,,,,"A Paris, par Robert Estienne Imprimeur du Roy. M. D LXIII. Avec privilege dudict seigneur",,1 vol. ([12] f.),"marque au titre, lettrines et bandeau gravés sur bois",16 cm,,,,,,,,1550-1574,,1530?-1571?,,,,,,,,,,BHVP,RESE,1.0,32272900793129,12-RES-0016 (13),(13),LI,,,"Treizième pièce d'un recueil factice. ; Famille Albani (ex-libris). -Bibliothèque du château de Valençay. -acquis par la BHVP à la vente Valençay en 1899. ; Reliure 18e siècle, vélin doré, titre à l'encre au dos.",,,,['Charles'],,"['Estienne, Robert']"
2070263,RBSVDP0002070263,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002070263,,,['fre'],,,1627,,"Edict du Roy, sur l'imposition du sel (Juin 1627.) Vérifié en la Cour des aydes le 28 juin 1627",,,,,,,,,Paris,"['impr. de P. Mettayer, A. Estiene, et C. Prévost']",12 p.,,in-12,,,,,,,,1601-1643,,,,,,,,,,,,BHVP,MAB2,1.0,,8-BRO-937911,,LI,,,,,,,['Louis'],,
2119406,RBSVDP0002119406,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002119406,978-88-96563-54-0,9788896563540,['fre'],,,cop. 2016,,L'autre côté de la Joconde,['[Texte imprimé]'],,,,Roberto Perini,,,,Milan,['Nuages'],1 vol. (70 p.),"ill. en noir et en coul., couv. ill. en coul.",29 cm,,,,,,,,1950-...,,,,,,,,,,,,FOR,ACC,1.0,32272100527610,BD PER,,LI,PRET,,,,,,"['Perini, Roberto']",,
2134362,RBSVDP0002134362,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0002134362,978-2-36011-058-2,9782360110582,['fre'],,,DL 2015,,L'eau de Laya,['[Texte imprimé]'],,,,"texte et illustrations, Mickaël El Fathi",,,,[Urville-Nacqueville],['Motus'],1 vol. (non paginé [38] p.),ill. en coul.,20 x 29 cm,,,,,,,,1982-...,,,,,,,,,,,,HJH,MAB1,1.0,32272119530373,NE it 717,,LI,FIJ,,Achat Dawson 2016,,IN,,"['Fathi, Mickaël el']",,
1717243,RBSVDP0001717243,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001717243,2-7000-1742-0 ; 978-2-7000-1742-7,,['fre'],,,2007,,L'eau,['[Texte imprimé]'],,,,Trevor Day,adaptation française Claire Lefebvre,,,Paris,['Gründ'],1 vol. (64 p.),,26 x 26 cm,,Ecologie junior,,,,,,,,,,,,,,,,,,DVMB,LEC,1.0,32262000289403,B5,,LI,,,,,,,"['Day, Trevor']",,
723149,RBSVDP0000723149,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000723149,,,['fre'],,,1898-1905,,Les Sports modernes,['[Texte imprimé]'],,,,,,,,Paris,['librairie du Figaro'],1 vol.,,in f?,,,,,,,,,,,,,,,,,,,,BHVP ; BTV ; BTV,MABU ; MABU ; MABU,1.0,32272900376241,91152 ; RES TOU ; RES TOU,,PE ; PE ; PE,,DECX ; TCF ; TCF,Provenance : bibliothèque de Georges Decaux (1845-1914),,,; N? 1 - N? 8 ( 1905 ),,,
233559,RBSVDP0000233559,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000233559,,,['fre'],,,1988,,Sponsoring et mécénat,,,,l'exemple de l'environnement,"André Szybowicz, Sylvie Magistrali",préf. d'Hervé Serieyx,,,Paris,"[""Ed. d'Organisation""]",163 p.,"ill. tabl., couv. ill. en coul.",24 cm,,,,,,,,,,,,,,,,,,,,BAVP,GAL,1.0,32272900155695,54494,,LI,,,,,,,"['Szybowicz, André']","['Magistrali, Sylvie']","['Serieyx, Hervé,']"
117001,RBSVDP0000117001,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000117001,,,['fre'],,,[date de publication inconnue],,Spécimen des caractères écritures,['[Texte imprimé]'],,,,Imprimerie Paul Brodard,,,,Coulommiers,['P. Brodard'],1 vol. (16 p.),,20 cm,,,,,,,,,,,Imprimerie Paul Brodard,,,,,,,,,FOR,REPL,1.0,32272100106621,BAG Rés C 289,,LI,CODI,BAG,Photocopie interdite ; Photographie sur autorisation,,,,,,
317037,RBSVDP0000317037,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000317037,,,['fre'],,,mai 1985,,Spécial sport,,,,,,,,,Paris,['STN'],12 p.,ill.,30 cm,,,,,,,,,,,Paris,Direction de l'eau et de la propreté,,,,,,,,BAVP,MAST,1.0,32272900244929,P 314  / Z 4,,LI,,,,,,,,,
1033520,RBSVDP0001033520,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001033520,,,['fre'],,,1981,,Spécial élections et gouvernements,['[Texte imprimé]'],,,,,,,,Paris,['la Documentation Française'],79 p.,,in-8?,,,,,,Regards sur l'Actualité,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900608620,727103,,LI,,,,,,,,,
1025407,RBSVDP0001025407,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001025407,,,['fre'],,,1822,,"Spartacus, tragédie. (Paris, Comédie Française, 20 fév. 1760)",['[Texte imprimé]'],,,,Bernard-Joseph Saurin,,,,Paris,['Dabo'],Pp. 71-134,,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900599572,ART 626761 (tome 32),,LI,,ART,,,,,"['Saurin, Bernard-Joseph']",,
270931,RBSVDP0000270931,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000270931,,,['fre'],,,1993,,Souvenirs littéraires,['[Texte imprimé]'],,,,Maxime Du Camp,,,,Paris,"[""L'Harmattan""]","2 vol. (406, 400 p.)",,22 cm,,Les Introuvables,,,,,,1822-1894,,,,,,,,,,,,BAVP ; BAVP,MAST ; MAST,,32272900198676 ; 32272900198675,62109 2 ; 62109 1,2 ; 1,LI ; LI,,,,,,,"['Du Camp, Maxime']",,
313069,RBSVDP0000313069,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000313069,,,['fre'],,,[1888],,"Souvenirs inédits de François Hennequin, prisonnier à la Bastille, de 1675 à 1677 ; [publié par Jean Favier]",,,,,,,,,[Paris],['aux bureaux de la revue rétrospective'],72 p.,plan,18 cm,,,,,,,,,,,,,,,,,,,,BAVP,516A,1.0,32272900241329,4719,,LI,,,,,,,"['Hennequin, François']",,"['Favier, Jean,']"
358575,RBSVDP0000358575,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000358575,,,['fre'],,,1933,,Souvenirs de voyages,,,,,de Hector Berlioz,préf. et notes de J.-G. Prod 'Homme,,,Paris,['Plon'],276 p.+ XVII p. de pl.,ill.,21 cm,,Les Maîtres de l'Histoire,,,,,,,,,,,,,,,,,,MMP,MAGI,1.0,32272045482715,B 1470 Magasin,,LI,MM10,,D 4303 ; 2000.06,,,,"['Berlioz, Hector']",,"[""Prod'homme, Jacques-Gabriel""]"
954388,RBSVDP0000954388,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000954388,,,['fre'],,,1978,,Souvenirs de campagnes,['[Texte imprimé]'],,,,Jean Orieux,,,,(Paris),['Flammarion'],389 p.,couv. ill.,in-8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900553609,720915,,LI,,,,,,,"['Orieux, Jean']",,
902349,RBSVDP0000902349,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000902349,,,['fre'],,,1842,,Souvenirs de la jeunesse de Napoléon tirés de ses manuscrits inédits,['[Texte imprimé]'],,,,par M. G. Libri,,,,Paris,['imp. de H. Fournier et Ce'],30 pp.,,in 8?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900511890,12020 (n? 5),,LI,,COUS,,,,,"['Libri, M. G']",,
733133,RBSVDP0000733133,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000733133,978-2-84960-121-1,9782849601211,['fre'],,,DL 2007,,Souvenirs de la guerre,['[Texte imprimé]'],,,1914-1917,Hélène Fleischmann,"avant-propos, Francis Bijon",,,[Colmar],['J. D. Bentzinger'],1 vol. (207 p.),couv. ill.,21 cm,,,,,,,,1878?-19.,,,,,,,,,,,,BMD,MAGI,1.0,32272089157850,8? 16717,,LI,,,,,,,"['Fleischmann, Hélène']",,"['Bijon, Francis']"
1033253,RBSVDP0001033253,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001033253,,,['fre'],,,[date de publication inconnue],,Les Soussignés Administrateurs municipaux et commissaire du pouvoir éxécutif de la commune de Saint Lo ; à l'Assemblée nationale Législative... adressé à Saint Lo le 14 frimaire an 4 [5 décembre 1795],['[Texte imprimé]'],,,,,,,,Saint Lo,['[éditeur inconnu]'],8 pp.,,in-4?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900608344,106908 (n? 31),,LI,,LIES,Provenance :  donation d'Alfred Frigoult de Liesville (1836-1885) entrée en 1881 à la Bibliothèque historique,,,,,,
385428,RBSVDP0000385428,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000385428,,,['fre'],,,2000,,Sources de la documentation sociale,['[Texte imprimé]'],,,,CEDIAS-Musée social,"introd. Françoise Blum, Jeanne-Marie Robic",2,Présentation de centres ressources spécialisés. Centres de documentation et lieux de ressources,Paris,['CEDIAS-Musée social'],1 vol. (155 p.),,24 cm,,,Vie sociale,,,,,,,1957-...,"Centre d'études, de documentation, d'information et d'action sociales",,,,,,,,,ADP ; BMD,LEC ; LEC,,32272900858724 ; 32272900716192,USU Aa 39 2 ; U 302.2 SOU t. 2,2,LI ; LI,,,U 19852,,,,,,"['Blum', 'Robic, Françoise', 'Jeanne-Marie']"
614627,RBSVDP0000614627,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000614627,,028947535126,,,,P2003,,Une souris verte...,['[Enregistrement sonore]'],,,[bande originale],"Eric Neveux, comp.",,,,,['Decca'],1 disque compact,,,1 dépliant,,,,,,Crystal ; So in love with you,1972-...,,1953-2005,,,,,,,,,,CINE ; MMP,EPC ; SON,,32272125015575 ; 32272082362739,6.11 SOU ; N 54916,,CD ; CD,PRET,PERO,,,,,"['Neveux, Éric']",,"['Ledoux, Mathias']"
481682,RBSVDP0000481682,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000481682,2-08-171155-9,,['fre'],,,1987,,La Soupe au caillou,,,,,Tony Ross,[trad. de l'anglais] par Catherine Deloraine,,,Paris,['Flammarion'],[26] p.,ill. en coul.,23 cm,,,,,,,,,,,,,,,,,,,,HJH,MAPL,1.0,32272002796453,FDS NOST A ROS,,LI,,,nbre de prêts GEAC : 3 ; 2002 07 ; port-royal abime,,,,"['Ross, Tony']",,
538097,RBSVDP0000538097,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000538097,0-394-74811-5 ; 0-394-50461-5,9780394748115 ; 9780394504612,['eng'],,,1981,,Sound effects,['Texte imprimé'],,,"youth, leisure, and the politics of rock'n'roll",Simon Frith,,,,New York,['Pantheon books'],VII-294 p.,couv. ill. en coul.,24 cm,,,,,,,,,,,,,,,,,,,,MMP,MAGI,1.0,32272017113686,B 5982 Magasin,,LI,MM70,,,,,,"['Frith, Simon']",,
361536,RBSVDP0000361536,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000361536,,,['bil'],,,P2001,,Soul of Angola,['[Enregistrement sonore]'],,,anthologie de la musique angolaise 1965-1975,,,1,,,['Lusafrica'],2 compacts,,,1 brochure,,,,,,,,,,,,,,,,,,,MMP,SON,1.0,32272057284355,N 36064/5,,CD,,,2001 10,,,,,,
5220,RBSVDP0000005220,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000005220,2-904632-34-4,,['fre'],,,1991,,Sonia Delaunay,['[Texte imprimé]'],,,mode et tissus imprimés,[préf. de] Jacques Damase,,,,Paris,['J. Damase'],1 vol. (176 p.),"ill. en noir et en coul., jaquette ill. en coul.",33 cm,,,,,,,,,,1930-2014,,,,,,,,,,BMD ; FOR ; FOR ; FOR ; BHVP ; FOR ; ADP ; FOR,MAGI ; MODE ; MODE ; MAPL ; MABU ; MODE ; MAB1 ; MODE,,32272105931221 ; 32272077475850 ; 32272072983387 ; 32272089494709 ; 32272900607546 ; 32272077580147 ; 32272082063519,"4? 840 ; ALP Double à traiter ; ALP 745.52""1920-1930""Son ; NS 39890 ; 149157 ; ALP 745.52""1920-1930""Son ; 4X 756 ; ALP 745.52""1920-1930""Son",,LI ; LI ; LI ; LI ; LI ; LI ; LI ; LI,PRET ; PRET ; CODI ; PRET ; PRET,BAG,Document provenant des collections de la bibliothèque des arts graphiques ; DAD,JAPI,,,,,"['Damase, Jacques']"
506369,RBSVDP0000506369,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000506369,2-246-59831-1,,['fre'],,,2000,,Les Sorcières,,,,,Yves-Marie Clément,ill. par Benoît Debecker,,,Paris,['Grasset jeunesse'],92 p.,"ill. en coul., couv. ill. en coul.",18 cm,,Lampe de poche,,,,,,,,1958-...,,,,,,,,,,HJH,MAB1,1.0,32272064569707,NE in8 3521,,LI,,,nbre de prêts GEAC : 1 ; Don lecteur ; 2003 07,,IN,,"['Clément, Yves-Marie']",,"['Debecker, Benoît']"
475589,RBSVDP0000475589,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000475589,2-217-24011-0,,['fre'],,eng,cop. 1986,,La sorcière et sa servante,['[Texte imprimé]'],,,,raconté par Margaret Greaves,ill. par Francesca Crespi,,,Paris,['Gautier-Languereau'],1 vol. (29 p.),"ill. en coul., couv. ill. en coul.",13 cm,,,,The witch's servant,Le coffret des sorcières,,,,,,,,,,,,,,,HJH,MAB1,1.0,32272004756752,E in12 108,,LI,,,nbre de prêts GEAC : 1 ; Don bib. M. Genevoix 11 2001,,,,"['Greaves, Margaret']",,"['Crespi, Francesca']"
1032548,RBSVDP0001032548,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0001032548,,,['fre'],,,(1651),,Sonnet présenté à la Reine régente,['[Texte imprimé]'],,,,(Signé : R. de M. B.),,,,(Paris),['(G. Sassier)'],3 p.,,in-4?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900607559,8-BRO-102156,,LI,,,,,,,,"['M. B., R. de']",
371566,RBSVDP0000371566,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000371566,,,['chi'],,,P2003,,Song of consonance,['[Enregistrement sonore]'],,,,"Yang Wei, Betti Xiang",,,,,['Traditional Crossroads'],1 compact,,,1 brochure,,,,,,,,,,,,,,,,Amelia piano trio,,,MMP,SON,1.0,32272070897449,N 42946,,CD,,,2004 10,,,,,,"['Wei', 'Xiang, Yang', 'Betti']"
354643,RBSVDP0000354643,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000354643,,,['zxx'],,,1998,,Sonates,,,,,,,1,,Versailles,['Ed. du Centre de Musique Baroque de Versailles'],1 partition (41 p.),,30 cm,,Cahiers de musique,,,,,,,,,,,,,,,,,,MMP,SON,1.0,32272035368544,4/2074,,PA,,,1998 12 ; M18198,,,,"['Clérambault, Louis Nicolas']",,
348755,RBSVDP0000348755,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000348755,,,['zxx'],,,P1991,,"Sonate pour violoncelle et piano, op. 119",['[Enregistrement sonore]'],,,,D. de Williencourt,,,,,['Distrib. Adda'],1 compact,DDD,,1 brochure,,,,,,,,,,,,,,,,,,,MMP,SON,1.0,32272042069457,N 7321,,CD,,,1997 01,,,,"['Prokofiev, Sergei Sergeevitch']","['Miaskovski, Nicolaï']","['Williencourt', 'Armengaud, Dominique de', 'Jean-Pierre']"
714,RBSVDP0000000714,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000000714,,,['zxx'],,,,,Sonate en la majeur (K331),,,,,Wolfgang Amadeus Mozart,"Wilhelm Kempff, piano",,,,,2 disques,,78t 30 cm,,,,,,,,,,,,,,,,,,,,MMP,SON,1.0,32272072617605,S 1471/2,,78,,,,,,,"['Mozart, Wolfgang Amadeus']",,"['Kempff, Wilhelm']"
358942,RBSVDP0000358942,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000358942,,,['zxx'],,,1999,,Sonata,['[Enregistrement sonore]'],,,,Raphaël Chrétien,Franz Michel,,,,['Daphénéo'],1 compact,,,1 brochure,,,,,,,,,,,,,,,,,,,MMP,SON,1.0,32272074672178,N 33469,,CD,,,,,,,"['Ginastera, Alberto']",,"['Chrétien', 'Michel, Raphaël', 'Franz']"
776077,RBSVDP0000776077,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000776077,,,['fre'],,,1873,,... La Solidarité. Lettres aux ouvriers,['[Texte imprimé]'],,,,par M.-A. Grommier,avec Préface de A. Monnanteuil...,,,Paris,['André Sagnier'],35 p.,,in-12,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900417839,941747,,LI,,,,,,,"['Gromier, Marc-Amédée']",,"['Monnanteuil, A']"
420696,RBSVDP0000420696,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000420696,2-221-07860-8,,['fre'],,,1995,,Le soleil en embuscade,,,,roman,Han Suyin,trad. de l'anglais par Jean Rosenthal,,,Paris,['R. Laffont'],283 p.,,24 cm,,Best-sellers,,,,,,1917-2012,,,,,,,,,,,,BILI,MABU,1.0,32272048707100,HAN,,LI,FIA,,2000 03,,,,"['Han, Suyin']",,
360850,RBSVDP0000360850,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000360850,,,['bas'],,,P2001,,An sol mè,['[Enregistrement sonore]'],,,,K. Numpuby,,,,,['Night & Day'],1 compact,,,1 brochure,,,,,,,,,,,,,,,,,,,MMP,SON,1.0,32272035375986,N 35570,,CD,,,2005 05,,,,"['Numpuby, Kristo']",,"['Numpuby', 'Numpuby, Kristo', 'Kristo']"
958277,RBSVDP0000958277,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000958277,,,['fre'],,,[date de publication inconnue] :,,"Le Soldat patriote au Champ de Mars, à la Confédération nationale...",['[Texte imprimé]'],,,,paroles de Pastilot de St Mammés,"musique de Mad. Clery, musicienne du Roi",,,(Paris),['Passage du Saumon'],2 p.,,in-4?,,,,,,,,,,,,,,,,,,,,BHVP,MABU,1.0,32272900558034,106901 (n? 58),,LI,,LIES,Provenance :  donation d'Alfred Frigoult de Liesville (1836-1885) entrée en 1881 à la Bibliothèque historique,,,,['Pastelot'],,['Clery']
449675,RBSVDP0000449675,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000449675,,,['fre'],,,192?,,Une périlleuse aventure,,,,,[auteur anonyme],,,,Bruxelles ; Amsterdam,"['Sobeli S.A', 'E & M. Cohen Frères']",32 p.,couv. ill. en coul.,27 cm,,Nick Carter le grand détective américain,,,,,,,,,,,,,,,,,,BILI,MABU,1.0,32272055740234,NIC59(Sobeli),,LI,FIA,,2001 08,,,,,,
377297,RBSVDP0000377297,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000377297,,,['fre'],,,1965,,Une petite cantate,,,,,paroles & musique de Barbara,,,,Paris,['Société Nouvelle des Editions Musicales Tutti'],,,,,,,,,,,1930-1997,,,,,,,,,,,,,,,,,,,,,,,,,['Barbara'],,
377427,RBSVDP0000377427,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000377427,,,['fre'],,,,,Une île,,,,,musique d'Yves Gilbert,paroles de Serge Lama,,,,['Sidonie Editions'],,,,,,,,,,,19..-....,,1943-...,,,,,,,,,,,,,,,,,,,,,,,"['Gilbert, Yves']",,"['Lama, Serge']"
369939,RBSVDP0000369939,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000369939,,,['fre'],,,1962,,Une bonne paire de claques,,,,,Paroles de Boris Vian,Musique de Henri Salvador,,,Paris,['Editions Henri Salvador'],1 partition en feuillet,,30 cm,,,,,,,,,,,,,,,,,,,,MMP,MAGI,1.0,32272057668417,PF94/037,,PA,FEUI,,2004 04,,,,"['Salvador, Henri']",,
334197,RBSVDP0000334197,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000334197,,,['ger'],,,P1990,,Undine,['[Enregistrement sonore]'],,,,Robert Heger,,,,,['distrib. EMI'],2 compacts,ADD,,1 brochure,Studio,,,,,,,,,,,,,,,RIAS-Kammerchor,,,MMP,SON,1.0,32272041919033,N 5884/5,,CD,,,1996 12,,,,"['Lortzing, Albert']",,"['Rothenberger', 'Putz', 'Gedda', 'Prey', 'Wagner', 'Heger, Anneliese', 'Ruth-Margret', 'Nicolai', 'Hermann', 'Sieglinde', 'Robert']"
738823,RBSVDP0000738823,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000738823,2-9501041-9-3,,['fre'],,,2008,,Un siècle Pacific,['[Texte imprimé]'],,,"les 100 ans d'une locomotive très glamour ; catalogue de l'exposition, Mulhouse, Cité du train, avril-décembre 2008","[préface, Philippe Mirville","rédaction des textes, Jean-Marc Combe]",,,Mulhouse,['Cité du train'],1 vol. (29 p.),"ill. en noir et en coul., couv. ill. en coul.",30 x 30 cm,,,,,Les cahiers de la Cité du train ;,,,,,1953-...,,,,,,,Association du Musée français du chemin de fer,,,FOR,MAPL,1.0,32272098756957,CE 30350,,CE,CODI,,,,,,,,"['Mirville', 'Combe, Philippe', 'Jean-Marc']"
790314,RBSVDP0000790314,https://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000790314,,,['ita'],,,impr. 1992,,Un posto per noi,['[Texte imprimé]'],,,"atti e misfatti della prima settimana lesbica, Bologna, 1-5 maggio 1991",Coordinamento nazionale per la settimana lesbica,,,,S. l.,['[éditeur inconnu]'],1 vol. (97 p.),"ill., couv. ill. en coul.",28 cm,,,,,,,,,,,Settimana lesbica,,1992,Coordinamento nazionale per la settimana lesbica,,,,,,BMD,MAGI,1.0,32272089155110,4? 950,,LI,,,,,,,,,
210479,RBSVDP0000210479,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000210479,,,['fre'],,,1894,,"Un Pair de France policier, 1815, 1822",,,,,par le comte d'Hérisson,,,,Paris,['P. Ollendorff'],X-499 p.,,18 cm,,Les Girouettes politiques,,,,,,,,,,,,,,,,,,BAVP,516A,1.0,32272900132098,101633,,LI,,,,,,,"[""Hérisson, Maurice d'Irisson""]",,
519031,RBSVDP0000519031,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000519031,,,['fre'],,,1995,,Un homme est tombé dans la rue,,,,,un film de Dominique Roulet,adapt. Dominique Roulet et Jean-Louis Trintignant ; dialogue Dominique Roulet,,,Paris,['Samie & cie'],129 p.,,30 cm,,,,,,,,,,,,,,,,,,,,CINE,EPC,1.0,32272053273014,791.434 ROU,,LI,PRET,,2000 07,,,,"['Roulet, Dominique']","['Trintignant, Jean-Louis']",
184586,RBSVDP0000184586,http://bibliotheques-specialisees.paris.fr/ark:/73873/pf0000184586,2-87900-896-4,,"['fre', 'eng']",,,2005,,Un amour de Paris,['[Texte imprimé]'],,,"[exposition], Musée Carnavalet, 21 septembre-11 décembre 2005",photographs by Dorothy Bohm ; =photographies de Dorothy Bohm,,,,Paris,['Paris musées'],1 vol. (152 p.),"ill. en noir et en coul., couv. ill. en coul.",33cm,,,,,,,,1924-....,,,,,,,,,,,,BHVP ; BAVP,MABU ; M512,,32272900730584 ; 32272900237852,97332 ; 207790 / TGF,,LI ; CE,,,,,,,"['Bohm, Dorothy']",,
