ndeg_de_notice,isbn,issn,ean,langue,titre,edition,editeur,date,format,collection,titre_de_serie,ndeg,auteur_nom,auteur_prenom,auteur_dates,libelle_v_smart_et_webopac,nombre_de_localisations,nombre_de_pret_total,nombre_de_prets_2017,nombre_d_exemplaires,categorie_statistique_1,categorie_statistique_2,aime_cesaire,amelie,andre_malraux,andree_chedid,arthur_rimbaud,assia_djebar,batignolles,benjamin_rabier,buffon,canopee_la_fontaine,chaptal,charlotte_delbo,claude_levi_strauss,colette_vivier,courcelles,couronnes_naguib_mahfouz,crimee,diderot,drouot,edmond_rostand,europe,faidherbe,fessart,francois_villon,francoise_sagan,georges_brassens,germaine_tillion,glaciere,goutte_d_or,gutenberg,helene_berr,herge,heure_joyeuse,italie,jacqueline_de_romilly,jean_pierre_melville,lancry,louise_michel,marguerite_audoux,marguerite_duras,marguerite_yourcenar,maurice_genevoix,mmp,mohammed_arkoun,mortier,musset,oscar_wilde,parmentier,place_des_fetes,rainer_maria_rilke,reserve_centrale,robert_sabatier,saint_eloi,saint_simon,sorbier,vaclav_havel,valeyre,vandamme,vaugirard,auteur,co_auteur,auteur_secondaire,collectivite_auteur,collectivite_auteur_secondaire_,collectivite_co_auteur_
960370,978-2-7234-7989-9,,9782723479899,français,Vive les femmes ! | Texte imprimé | Reiser,,['Glénat'],impr. 2010,"1 vol. (79 p.) | ill., couv. ill. en coul. | 27 cm",,,,Reiser,Jean-Marc,1941-1983,Bande dessinée pour adulte,1,33.0,8,1,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Reiser, Jean-Marc']",,,,,
467882,978-2-203-00397-2,,9782203003972,français,Cherub | 05 | Les survivants | Texte imprimé | Robert Muchamore | traduit de l'anglais par Antoine Pinchot,,['Casterman'],DL 2008,1 vol. (310 p.) | couv. ill. | 23 cm,Cherub | mission 5,Cherub,5,Muchamore,Robert,,Livre jeunesse,23,1008.0,115,24,['LBRI Litterature britannique'],['pas de code stat 2'],1.0,,1.0,,1.0,1.0,,,,1.0,,,,,1,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,"['Muchamore, Robert']",,"Pinchot, Antoine",,,
470481,,,,anglais,How I spent my summer vacation | Enregistrement sonore | Bouncing Souls,,['Epitaph'],2001,1 compact | 1 dépliant,,,,,,,Disque compact,1,11.0,0,1,['95'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,['Bouncing Souls (The)'],
496874,2-911621-46-8,,,français,Je te dirai tout | Texte imprimé | roman | Serge Quadruppani,,['Éd. Blanche'],1998,141 p. | 22 cm,Collection dirigée par Franck Spengler,,,Quadruppani,Serge,1952-....,Livre pour adulte,1,12.0,1,1,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Quadruppani, Serge']",,,,,
961891,,,3545020014448,français,"Côte d'Ivoire | Images animées | pays d'Afrique de l'ouest | Rosa Perahim, José Castan, réal.",,['Bqhl [éd.]'],cop. 2014,"1 DVD vidéo mono face double couche zone 2 (50 min) | 4/3, coul. (PAL), son.",Planète vivante | une autre vision du monde | Afrique,,,,,,DVD-vidéo tous publics,1,3.0,0,1,"['D911 Guides de voyage, tourisme']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perahim;Castan, Rosa;José",,,
487224,2-07-031950-4,,9782070319503,français,La rime et la vie | Texte imprimé | Henri Meschonnic,Éd. revue et augmentée,['Gallimard'],DL 2006,1 vol. (483 p.) | couv. ill. en coul. | 18 cm,Collection Folio | Essais | 474,,,Meschonnic,Henri,1932-2009,Livre pour adulte,1,32.0,0,1,"['D801 Etudes litteraires, revues litteraires']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,"['Meschonnic, Henri']",,,,,
487689,,,,anglais,Lumpy Gravy | Enregistrement sonore | Frank Vincent Zappa conducts Lumpy Gravy | Frank Zappa,,['Rykodisc'],"P 1986, cop. 1995, cop. 2012",1 compact | 1 dépliant,,,,Zappa,Frank,,Disque compact,7,477.0,12,7,"['M209 Fusion de styles, rock ""inclassable""']",['pas de code stat 2'],,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,"['Zappa, Frank']",,"Zappa, Frank",,['Abnuceals Emuukha Electric Symphony Orchestra And Chorus (The)'],
488206,,,,français,Toute la ville dort | Texte imprimé | Maria Lang | trad. du suédois par Asa Roussel,,['Librairie des Champs-Elysées'],1972,1 vol. (187 p.) | 18 cm,Le masque | 1231,,,Lang,Maria,,Livre pour adulte,1,10.0,1,1,['LNOR Litterature nordique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Lang, Maria']",,,,,
489585,2-03-540229-8,,9782035402295,,"Larousse petit dictionnaire | Texte imprimé | français-italien, italien-français | Larousse | [sous la direction de Ralf Brockmeier]",,['Larousse'],impr. 2006,1 vol. (839 p.) | couv. ill. en coul. | 19 cm,Petit dictionnaire,,,,,,Livre pour adulte,1,66.0,1,1,['D405 Langues: italien'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,"Brockmeier, Ralf",['Larousse'],,
799917,978-1-4088-0514-5,,,anglais,Risk | Texte imprimé | Colin Harrison,,['Bloomsbury'],cop. 2009,1 vol. (176 p.) | 20 cm,,,,Harrison,Colin,1961-....,Livre en langue étrangère,1,40.0,2,1,['LNAM Litterature nord-americaine'],"[""LPOL Roman policier, roman d'espionnage""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"['Harrison, Colin']",,,,,
240886,,,,anglais,Invincible summer | Enregistrement sonore | K.D. Lang,,['Warner'],2000,1 compact | 1 dépliant,,,,,,,Disque compact,3,119.0,0,3,['M912 Musiques du monde: Amerique du Nord'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,"Lang, K.D",,,
241124,2-7143-0598-9,,,français,"Transparences du roman | Texte imprimé | le romancier et ses doubles au XXe siècle | Calvino, Cendrars, Cortázar, Echenoz, Joyce, Kundera, Thomas Mann, Proust, Torga, Yourcenar | Pierre Brunel",,['J. Corti'],1997,304 p. | 22 cm,,,,Brunel,Pierre,1939-....,Livre pour adulte,1,16.0,2,1,"['D801 Etudes litteraires, revues litteraires']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Brunel, Pierre']",,,,,
241161,2-7498-0953-3,,,français,Les tribulations d'une pince à glace | Texte imprimé | suivi de Général Courant d'air | Dominique Paquet | illustrations de Cyril Hahn,,"[""L'Avant-scène théâtre""]",DL 2005,1 vol. (96 p.) | couv. ill. en coul. | 19 cm,Collection des quatre-vents | jeunesse,,,Paquet,Dominique,1954-....,Livre pour adulte,1,37.0,1,1,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,"['Paquet, Dominique']",,"Hahn, Cyril",,,
241187,,,,,Living black ! & Live at the lighthouse | Enregistrement sonore | Charles Earland,,['Fantasy'],1998,1 compact | 1 dépliant,,,,,,,Disque compact,1,68.0,0,1,['136'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Earland, Charles",,,
241336,2-07-041308-X,,,français,"Carmen | Texte imprimé | Prosper Mérimée | éd. présentée, établie et annotée par Adrien Goetz,...",,['Gallimard'],2000,"153 p. | cartes, couv. ill. en coul. | 18 cm",Collection Folio | Classique,,,Mérimée,Prosper,1803-1870,Livre pour adulte,5,167.0,10,5,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Mérimée, Prosper']",,"Goetz, Adrien",,,
286463,2-7143-0125-8,,,français,"Le Sacre de l'ecrivain, 1750-1830 | Texte imprimé | essai sur l'avenement d'un pouvoir spirituel laique dans la France moderne",,['J. Corti'],1973,,,,,Bénichou,Paul,,Livre pour adulte,1,37.0,2,1,['Littérature française (autres)'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Bénichou, Paul']",,,,,
288499,2-8414-6058-4,,,français,Le rat célibataire et autres contes de Côte-d'Ivoire | Texte imprimé | Manfeï Obin | ill. de Joëlle Jolivet,,['Syros'],1994,157 p. | ill. en coul. | 19 cm,Paroles de conteurs,,,Obin,Manfei,,Livre jeunesse,12,296.0,7,13,['LFRA Litterature francaise'],['pas de code stat 2'],,,1.0,,,,,,,,1.0,,,2,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,"['Obin, Manfei']",,,,,
3069,2-86738-212-2,,,français,"100 années de création | Texte imprimé | École Boulle, 1886-1986 | [Ecole Boulle et Mobilier national] | [ouvrage réalisé sous la dir. de Jacques Hitier et René Heutte]",,['Éd. Syros-Alternatives'],1988,"273 p. | ill. en noir et en coul., jaquette ill. en coul. | 29 cm",,,,,,,Livre pour adulte,5,94.0,1,5,['D704 Arts decoratifs'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,"Hitier;Heutte, Jacques;René",['Ecole Boulle'],,France. Mobilier national
307329,978-2-7470-2395-5,,9782747023955,français,Marion Duval | Texte imprimé | l'aventure coeur battant | Yvan Pommaux,,['Bayard jeunesse'],DL 2007,"1 vol. (182 p.) | ill. en coul., couv. ill. en coul. | 28 cm",,,,Pommaux,Yvan,1946-....,Bande dessinée jeunesse,3,240.0,41,4,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"['Pommaux, Yvan']",,,,,
30749,2-08-068476-0,,,français,Le secret de Champollion | Texte imprimé | roman | Jean-Michel Riou,,['Flammarion'],2004,433 p. | couv. ill. en coul. | 24 cm,,,,Riou,Jean-Michel,,Livre pour adulte,1,46.0,3,1,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Riou, Jean-Michel']",,,,,
308291,,,,sans,Symphonies No.3 & No.4 | Enregistrement sonore | Jarvi N,,['Grammofon AB Bis'],1987,1 compact | DDD | 1 brochure,,,,Martinu,Bohuslav,,Disque compact,3,128.0,2,3,['M310 Musique classique: 20eme et 21eme siecles'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,"['Martinu, Bohuslav']",,"Jarvi, Neeme",,['Bamberger Symphoniker'],
319928,,,,,Pirates | Enregistrement sonore | B.O. (1986),,['éditeur Milan'],1989,1 compact ou 1 cassette | 1 feuillet,Film Music Collection,,,Sarde,Philippe,,Disque compact,1,90.0,1,1,['M601 Musiques de films et compilations'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sarde, Philippe']",,,,['Orchestre de Paris'],
320052,,,,français,Les Trois Dumas | Texte imprimé,,['Hachette'],1957,,,,,Maurois,André,,Livre pour adulte,1,82.0,1,1,['LFRA Litterature francaise'],"['DBIO Biographie, monographie sur auteur']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Maurois, André']",,,,,
320213,2-02-000480-1,,,français,Vie de Jésus | Texte imprimé | François Mauriac,,['Flammarion'],1984,249 p. | 18 cm,Livre de vie,,,Mauriac,François,,Livre pour adulte,1,10.0,1,1,"['D202 Bible, christianisme']",['pas de code stat 2'],,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Mauriac, François']",,,,,
321230,2-226-01753-4,,,français,Stendhal et le beylisme | Texte imprimé | Léon Blum,,['A. Michel'],1983,245 p. | couv. ill. | 20 cm,,,,Blum,Léon,1872-1950,Livre pour adulte,2,26.0,4,2,['Littérature française (autres)'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,"['Blum, Léon']",,,,,
321982,,,3395110003858,français,"Je suis vivante et je vous aime | Images animées | Roger Kahane, réal., scénario, dial.  | Roger Vrigny, scénario, dial.  | Philippe Sarde, comp.  | Jérôme Deschamps, Agnès Soral, Dorian Lambert... [et al.], act.",,"['[Doriane films [éd.]]', '[Doriane films [distrib.]]']",[2001 (DL)],1 DVD vidéo monoface zone 2 (1 h 40 min) | coul. (PAL),,,,,,,DVD-vidéo > 16 ans,1,40.0,0,1,['CFRA Cinema francais'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Kahane;Vrigny;Sarde;Deschamps;Soral;Lambert, Roger;Roger;Philippe;Jérôme;Agnès;Dorian",,"['Doriane films', 'Doriane films', 'Forum films', '13 production', 'To Do Today productions', 'Radio-télévision belge de la Communauté française', 'ASP']",
303392,2-8468-4055-5,,,français,Les chasses du Général Zaroff | Enregistrement sonore | Richard Connell | lu par Matthieu Marie. Le portrait ovale / Edgar Allan Poe | traduction Charles Baudelaire | lu par Jany Gastaldi,,['De vive voix'],2004,1 disque compact | 1 feuillet,Horreur,,,Connell,Richard,,Livre sonore pour adulte,8,208.0,3,8,['264'],['pas de code stat 2'],,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,"['Connell, Richard']",,"Poe;Marie;Gastaldi, Edgar Allan;Matthieu;Jany",,,
305661,,,3475001009869,,"Fantasmes | Images animées | Jang Sun-Woo, réal., adapt. | Jang Jeong-II, aut. adapté | Dal-pa-lan, comp. | Lee Sang-Hyun, Kim Tae-Yeon... [et al.], act.",,"['WE productions [éd.]', 'Warner home video France [distrib.]']",[DL 2008],"1 DVD vidéo monoface simple couche zone 2 (1 h 42 min) | 16/9, coul. (PAL), son., stéréo",Mad Asia collection,,,,,,DVD-vidéo > 16 ans,1,114.0,5,1,['126'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"Jang;Jang;Dal;Lee;Kim, Sun-Woo;Jeong-II;Pa-Lan;Sang-Hyun;Tae-Yeon",,,
317465,2-87695-233-5,,,français,La guerre froide | Texte imprimé | Rumiko Takahashi | [trad. du japonais par Kikoyo Chappe],,['Glénat'],1994,"184 p. | ill., couv. ill. en coul. | 18 cm",19 | Ranma 1/2 | 4;Collection Manga,Ranma 1/2.,4,Takahashi,Rumiko,1957-....,Bande dessinée jeunesse,5,254.0,19,5,['LMAN Mangas'],['pas de code stat 2'],,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,"['Takahashi, Rumiko']",,"Chappe, Kiyoko",,,
31779,,,,français,"Oeuvres | 1 | 1857-1870 | Texte imprimé | Jules Vallès | texte établi, présenté et annoté par Roger Bellet",,['Gallimard'],1975,LXIV-1781 p. | 18 cm,Bibliothèque de la Pléiade | 258,,,Vallès,Jules,,Livre pour adulte,18,309.0,3,18,['LFRA Litterature francaise'],['pas de code stat 2'],,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,"['Vallès, Jules']",,"Bellet, Roger",,,
309959,2-7210-0190-6,,,français,Je ne veux plus aller à l'école | Texte imprimé | Gisèle Bienne,,['des Femmes'],1980,284 p. | couv. ill. en coul. | 18 cm,,,,Bienne,Gisèle,,Livre pour adulte,1,4.0,0,1,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Bienne, Gisèle']",,,,,
544054,2-200-32168-6,,,français,Le mythe de Don Juan | Texte imprimé | Jean Rousset,,['A. Colin'],1978,255 p. | couv. ill. en coul. | 17 cm,U Prisme | 56,,,Rousset,Jean,1910-2002,Livre pour adulte,2,61.0,2,2,"['D801 Etudes litteraires, revues litteraires']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Rousset, Jean']",,,,,
546030,978-2-7021-3870-0,,9782702138700,français,Viktor Vavitch | Texte imprimé | roman | Boris Jitkov | préfacé et traduit du russe par Anne Coldefy-Faucard et Jacques Catteau,,['Calmann-Lévy'],impr. 2008,1 vol. (745 p.) | couv. ill. | 24 cm,,,,Žitkov,Boris Stepanovič,1882-1938,Livre pour adulte,5,54.0,3,5,['LRUS Litterature russe et sovietique'],['AUTM Auteurs avant 1945'],,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,"['Žitkov, Boris Stepanovič']",,"Coldefy-Faucard;Catteau, Anne;Jacques",,,
546327,2-7427-3429-5,,,français,"Royal de luxe, 1993-2001 | Texte imprimé | entretiens avec Jean-Luc Courcoult | réalisés par Odile Quirot et Michel Loulergue | photos de Jordi Bover, dessins de François Delarozière, ill. de Phéraille | contes de Jean-Luc Courcoult",,['Actes Sud'],2001,"209 p. | ill. en noir et en coul., couv. ill. en coul. | 29 cm",[Théâtre] | 0298-0592,,,Courcoult,Jean-Luc,,Livre pour adulte,6,162.0,8,6,"['D712 Autres spectacles, radio, television, loisirs et jeux']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,"['Courcoult, Jean-Luc']","Quirot;Loulergue, Odile;Michel","Bover;Delarozière;Phéraille, Jordi;François",,,
549116,,,,,Adagietto (symphony No5) arranged for solo keyboard = bearbeitet für solo Klavier | Musique imprimée | Gustav Mahler,,['Peters'],1998,1 partition (7 p.) | 30 cm,,,,Mahler,Gustav,,Partition,2,195.0,10,2,['155'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Mahler, Gustav']",,,,,
549393,2-258-05789-2,,,français,Les romans de l'air | Texte imprimé | Jules Verne | éd. présentée et commentée par Claude Aziza,,['Omnibus'],2001,"IX-1130 p. | ill., couv. ill. en coul. | 20 cm",19 | Jules Verne et les quatre éléments;Omnibus,Jules Verne et les quatre éléments,,Verne,Jules,1828-1905,Livre pour adulte,15,660.0,28,15,['LFRA Litterature francaise'],['pas de code stat 2'],,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,"['Verne, Jules']",,"Aziza, Claude",,,
241385,,,,anglais,Imagine | Enregistrement sonore | J. Lennon,,['Distrib. EMI'],1988,1 cassette ou 1 compact | AAD | 1 brochure,,,,Lennon,John,1940-1980,Disque compact,10,1471.0,29,10,['M202 Pop'],['pas de code stat 2'],,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,"['Lennon, John']",,"Lennon, John",,,
241783,2-84291-997-1,,,français,"Nadja, André Breton | Texte imprimé | Étienne-Alain Hubert,... et Philippe Bernier",,['Bréal'],2002,"159 p. | ill., couv. ill. | 18 cm",Connaissance d'une oeuvre | 82,,,Hubert,Etienne-Alain,,Livre pour adulte,1,32.0,1,1,['LFRA Litterature francaise'],['AUTM Auteurs avant 1945'],,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Hubert, Etienne-Alain']","Bernier, Philippe",,,,
242497,2-09-294100-3,,,français,"Atlas de l'Égypte ancienne | Texte imprimé | John Baines, Jaromír Málek | [traduit par Monique Vergnies et Jean-Louis Parmentier]",,['F. Nathan'],cop. 1981,240 p. | ill. en noir et en coul. | 31 cm,,,,Baines,John,1946-....,Livre jeunesse,1,7.0,0,1,['D902 Histoire ancienne'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Baines, John']","Malek, Jaromir","Vergnies;Parmentier, Monique;Jean-Louis",,,
114657,,,,français,Nosographie de l'humanité balzacienne | Texte imprimé | par Moïse Le Yaouanc,,['Librairie Maloine'],1959,523 p. | 24 cm,Université de Paris | Faculté des Lettres et sciences humaines,,,Le Yaouanc,Moïse,,Livre pour adulte,1,14.0,0,1,['Littérature française (autres)'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Le Yaouanc, Moïse']",,,,,
1146817,,,0028947983538;028947983538,français,"Beethoven : piano sonatas | enregistrement sonore | op. 106 & op. 27/2 | Ludwig van Beethoven, comp. | Murray Perahia, piano",,['Deutsche Grammophon'],2018,1 disque compact | DDD | 1 brochure,,,,Beethoven,Ludwig van,1770-1827,Disque compact,17,93.0,0,17,['M309 Musique classique: epoque romantique et post-romantique'],['pas de code stat 2'],,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,,,,"['Beethoven, Ludwig van']",,"Perahia, Murray",,,
1146822,,,0028948315390;028948315390,français,"Verdi | enregistrement sonore | Giuseppe Verdi, comp. | Joseph Calleja, ténor | Angela Gheorghiu, soprano | Vittorio Vitelli, baryton | Orquestra de la Comunitat Valenciana | Ramon Tebar, dir.",,['Decca'],2018,1 disque compact | DDD | 1 brochure,,,,Verdi,Giuseppe,1813-1901,Disque compact,3,15.0,0,3,['M303 Musique classique: recital chant'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"['Verdi, Giuseppe']",,"Tebar;Calleja, Ramon;Joseph",,['Orquestra de la Comunitat Valenciana'],
1147451,,,3149028102925,français,On my way | enregistrement sonore | Nowhere,,['Klarthe Records'],2017,1 disque compact | DDD | 1 brochure,,,,,,,Disque compact,1,8.0,0,1,['M109 Jazz-rock'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,['Nowhere'],,
1148382,978-2-06-722718-7,,9782067227187,français,Portugal | Texte imprimé | Michelin,Nouvelle édition,['Michelin'],2018,"1 vol. (647 p.) | illustrations en couleur, cartes | 22 cm",Le guide vert,,,,,,Livre pour adulte,6,12.0,0,6,"['D911 Guides de voyage, tourisme']",['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
1148646,978-2-7521-0342-0,,9782752103420,français,Pour une histoire du saxophone et des saxophonistes | 1 | 1814 à 1899 | Adolphe Sax | Jean-Marie Londeix | préface William H. Street,,['Ed. Delatour France'],2017,"1 vol. (180 p.) | illustrations en noir et en couleur, cartes | 25 x 18 cm",,Pour une histoire du saxophone et des saxophonistes,1,Londeix,Jean-Marie,1932-....,Livre de Fonds spécialisés,1,1.0,0,1,['D707 Musique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Londeix, Jean-Marie']",,"Street, William H.",,,
1148790,,,0000000EHE001;000000EHE001,sans,"Musique hydromantique | Enregistrement sonore | Tomoko Sauvage, comp. & arr.",,['Shelter Press'],2017,1 Disque compact | 12 cm,,,,Tomoko Sauvage,,,Disque compact,1,4.0,0,1,['M701 Musiques inclassables'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,['Tomoko Sauvage'],,,,,
1148811,978-2-207-13500-6,,9782207135006,français,Lune du loup | Texte imprimé | Ian McDonald | traduit de l'anglais (Irlande du Nord) par Gilles Goullet,,['Denoël'],2018,1 vol. (430 p.) | 21 x 14 cm,Luna | 2;2Lunes d'encre | 1298-8170,Luna,2,McDonald,Ian,1960-....,Livre pour adulte,19,55.0,0,20,['LBRI Litterature britannique'],['LSFI Science-fiction'],1.0,1.0,,,2.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,"['McDonald, Ian']",,"Goullet, Gilles",,,
1148827,,,018111591522,anglais,Nat King Cole | Enregistrement sonore | the trio recordings,,['Delta Music'],1991,5 disques compacts | mono | 5 feuillets,The Jazz collector edition,,,Cole,Nat King,1917-1965,Disque compact,1,,0,1,['M104 Jazz classique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Cole, Nat King']",,,,,
1149134,,,9782844689108,français,"La religion | Enregistrement sonore | Tim Willocks, textes | Hervé Lavigne, narr.",,['Frémeaux & Associés'],2018,5 Disques compacts | MP3 | 12 cm | 1 brochure,,,,Willocks,Tim,,Livre sonore pour adulte,4,7.0,0,4,['LBRI Litterature britannique'],['pas de code stat 2'],,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,"['Willocks, Tim']",,"Lavigne, Hervé",,,
